ratio,variance,symmetry,noise,size,edge_density,contours,quiet_zone,blur,decodable,label
0.3811875,13375.134263869371,0.58355,100.31141273251808,400,0.069925,80,1.0,999.6420125,1,benign
0.3724375,13205.532772039027,0.5986625,100.83503068322086,400,0.07125,93,1.0,1006.1818,1,benign
0.38568125,13343.12367919937,0.6010375,101.65381782050478,400,0.07335625,92,1.0,1020.7287125,1,benign
0.3937625,13523.762697100588,0.58105,100.60897432711876,400,0.07069375,77,1.0,968.2106,1,benign
0.375475,13161.378494617344,0.59435,101.9925044701078,400,0.073975,97,1.0,979.7418375,1,benign
0.37975,13281.189023806095,0.6107875,101.29945075548211,400,0.07171875,88,1.0,946.1358625,1,benign
0.37026875,13201.481275097503,0.5995625,100.84179345044004,400,0.069775,85,1.0,965.2058875,1,benign
0.3919625,13470.043615298593,0.6081875,101.3056420143518,400,0.07186875,80,1.0,999.8220125,1,benign
0.38790625,13423.676857074373,0.58975,100.74841107574892,400,0.070975,76,1.0,972.4872,1,benign
0.39881875,13566.336967224375,0.5710125,100.60120862371149,400,0.0715625,75,1.0,1019.2886,1,benign
0.384975,13344.222423379335,0.5958125,101.33363696168598,400,0.07278125,85,1.0,998.7164,1,benign
0.3785375,13307.19595424996,0.600075,100.90012575112468,400,0.07036875,83,1.0,948.6248375,1,benign
0.365575,13106.530999687342,0.6141375,100.53428690223343,400,0.07043125,89,1.0,1040.3736625,1,benign
0.38024375,13335.43494994859,0.5730375,100.96294808875973,400,0.07085,86,1.0,987.2734625,1,benign
0.3850125,13396.604765621521,0.5923,101.58525236566831,400,0.07174375,88,1.0,1021.3420625,1,benign
0.37245,13196.757100849842,0.6008625,101.24455325098899,400,0.0716875,89,1.0,1018.636775,1,benign
0.38656875,13436.128816568595,0.6055,100.31358974074574,400,0.07039375,79,1.0,1013.303525,1,benign
0.38673125,13392.966532905895,0.6012875,100.4240255914857,400,0.0714875,80,1.0,1009.5465375,1,benign
0.3774125,13217.7513494375,0.579275,102.3464814228822,400,0.0738125,102,1.0,1034.1473375,1,benign
0.4014625,13624.67593575121,0.5958125,100.33250839393278,400,0.07076875,75,1.0,986.7847125,1,benign
0.38290625,13351.79019099121,0.604025,101.22618959115074,400,0.071675,86,1.0,969.560475,1,benign
0.39319375,13507.686832828083,0.5971,100.54177227688572,400,0.07094375,72,1.0,964.3712625,1,benign
0.37821875,13309.287100663088,0.6126,100.48815215458782,400,0.07028125,92,1.0,987.4071,1,benign
0.3933125,13492.58825334683,0.6034875,100.74084607125523,400,0.07141875,83,1.0,989.6391875,1,benign
0.37640625,13241.886715029334,0.59065,101.57376591498586,400,0.07181875,84,1.0,1008.832325,1,benign
0.379325,13296.382222304843,0.5901,101.40521568998538,400,0.0716,90,1.0,967.81995,1,benign
0.377675,13261.859390059999,0.5879125,101.61047416739311,400,0.07205,94,1.0,984.4333,1,benign
0.38455625,13343.120672621095,0.606275,101.45737432272801,400,0.07235,86,1.0,951.9693625,1,benign
0.38715,13355.815843652343,0.5880875,101.91331327010225,400,0.0738125,96,1.0,1032.07595,1,benign
0.37976875,13251.758250285902,0.5908625,101.50715809930598,400,0.0732875,89,1.0,1004.360925,1,benign
0.4116875,13722.803585715586,0.5831125,100.32568191446059,400,0.0716875,70,1.0,1026.47445,1,benign
0.378225,13281.432746119965,0.6146375,101.37405691596142,400,0.07091875,86,1.0,925.916325,1,benign
0.3850125,13334.970340821525,0.603975,101.46674499331029,400,0.07291875,87,1.0,998.582975,1,benign
0.37286875,13188.915910706211,0.5876,100.93619388738529,400,0.07173125,95,1.0,1004.774975,1,benign
0.381175,13343.820528365586,0.602125,100.49244301111787,400,0.07061875,80,1.0,978.983825,1,benign
0.38129375,13375.233688393595,0.602,100.23068252804298,400,0.06999375,71,1.0,990.069975,1,benign
0.37913125,13307.151105970275,0.6300875,101.34088651585488,400,0.07114375,86,1.0,975.914325,1,benign
0.3856875,13396.591704162343,0.5933875,100.7674025953518,400,0.07143125,84,1.0,1007.8584875,1,benign
0.380525,13271.144884152773,0.6034125,101.81125663833788,400,0.07335625,91,1.0,1017.4038,1,benign
0.39599375,13546.856960159024,0.60975,100.60491497859317,400,0.0709125,72,1.0,987.292975,1,benign
0.37669375,13222.871247090272,0.591475,101.33545851021172,400,0.07238125,99,1.0,1011.3466375,1,benign
0.38508125,13341.526017156095,0.599225,101.45844756729518,400,0.073275,93,1.0,1019.9211875,1,benign
0.39359375,13476.24369461715,0.6175125,101.18521575701845,400,0.07265625,88,1.0,1024.7686125,1,benign
0.38698125,13421.324663674648,0.5823625,100.55143423787837,400,0.07091875,80,1.0,1000.90815,1,benign
0.37825625,13240.50352644359,0.5726,102.22693561531906,400,0.07346875,96,1.0,1013.8157,1,benign
0.3930375,13453.489892040587,0.600675,101.45915396078118,400,0.07354375,98,1.0,1051.38095,1,benign
0.38275625,13362.54759031,0.5914875,100.58415521179249,400,0.07083125,80,1.0,1003.053575,1,benign
0.3838625,13391.766404519372,0.6131875,100.72819179132212,400,0.0704125,79,1.0,999.9905,1,benign
0.3784875,13296.62900071246,0.6078875,100.64815166620497,400,0.07098125,86,1.0,992.5960375,1,benign
0.3840875,13354.554870996093,0.6001875,101.4906613957959,400,0.0726,95,1.0,1036.0558375,1,benign
0.3962625,13562.2068552775,0.6150625,100.5860384102088,400,0.07138125,84,1.0,1043.795425,1,benign
0.37403125,13201.54393747559,0.5904125,101.17433811633154,400,0.0721125,97,1.0,1014.2956125,1,benign
0.37504375,13254.872038818712,0.6027125,101.24811950340096,400,0.07100625,93,1.0,979.0553,1,benign
0.3820875,13276.36961671937,0.5748125,101.44458377398237,400,0.07328125,91,1.0,1007.1202375,1,benign
0.3922125,13271.61597252965,0.57665,103.47781169467488,400,0.08153125,110,1.0,1186.45335,1,benign
0.37190625,13207.394272577149,0.5908,100.85354048146512,400,0.069925,76,1.0,987.2167875,1,benign
0.39923125,13553.415132967773,0.5739,101.06239047898654,400,0.0727125,75,1.0,1027.183325,1,benign
0.3723,13229.820603659025,0.585675,100.6930105528611,400,0.069875,87,1.0,969.4981375,1,benign
0.3894125,13216.049956802777,0.5646125,103.83273186962771,400,0.08243125,110,1.0,1175.2052,1,benign
0.3690125,13155.539735093711,0.583025,100.89497115124222,400,0.0705,92,1.0,1000.6982375,1,benign
0.39824375,13495.165808779842,0.585625,101.75526054831192,400,0.07438125,90,1.0,1044.903775,1,benign
0.37490625,13263.219378712343,0.591075,100.24112863720163,400,0.0701375,80,1.0,1021.85975,1,benign
0.376025,13221.9481797959,0.5789,101.18990231235712,400,0.071625,91,1.0,959.1961375,1,benign
0.38255,13323.233809288084,0.6014125,101.20653883756643,400,0.07203125,89,1.0,981.394225,1,benign
0.3638625,13085.87398206,0.6056875,100.66461026603994,400,0.0698875,82,1.0,998.947825,1,benign
0.3776125,13236.526449859375,0.5907625,101.41888269572881,400,0.072375,97,1.0,1012.2163,1,benign
0.38256875,13365.955033798595,0.588275,100.49753793581758,400,0.0706375,71,1.0,958.2726625,1,benign
0.383475,13396.167051190274,0.570025,100.26844192963955,400,0.0699375,72,1.0,988.79255,1,benign
0.38813125,13415.210705618712,0.60055,100.90062538145341,400,0.071625,83,1.0,982.1839125,1,benign
0.36649375,13086.757740424377,0.6127,101.9216582879957,400,0.07225625,109,1.0,1024.60785,1,benign
0.377425,13255.932627123597,0.59935,100.80103542064448,400,0.0721875,101,1.0,1024.5463,1,benign
0.3839375,13365.570518224844,0.5805125,100.77985363087207,400,0.07148125,85,1.0,1004.81375,1,benign
0.38380625,13294.27703857484,0.6001375,101.59867507145282,400,0.07398125,100,1.0,1019.5634,1,benign
0.39163125,13255.010092532464,0.5625,103.52819646546608,400,0.08143125,105,1.0,1200.3415,1,benign
0.3759375,13242.96564799527,0.603,101.34608621025947,400,0.07193125,102,1.0,981.3220625,1,benign
0.38194375,13313.184270798398,0.595975,100.98572748688842,400,0.07211875,88,1.0,1034.330175,1,benign
0.380475,13314.027159577501,0.5831,100.4311225393878,400,0.0713625,87,1.0,1000.67005,1,benign
0.3934625,13500.138028116211,0.578975,100.35235737061045,400,0.07169375,80,1.0,1009.0777875,1,benign
0.38098125,13371.175365964022,0.618775,100.66469880820604,400,0.0697625,83,1.0,947.8350875,1,benign
0.37030625,13187.642945617343,0.629925,100.91455442135947,400,0.0704,83,1.0,983.532475,1,benign
0.3811375,13324.187330588715,0.611725,101.1495719855502,400,0.0713125,85,1.0,980.58705,1,benign
0.38123125,13307.889480499025,0.5928625,101.70703508715742,400,0.07259375,98,1.0,1027.5667375,1,benign
0.38483125,13386.279054909995,0.6075875,101.25021653297816,400,0.07108125,92,1.0,957.7307625,1,benign
0.3842625,13332.579458631097,0.597075,101.5301812842028,400,0.07293125,89,1.0,1037.3099,1,benign
0.38636875,13377.25599295996,0.5973625,100.68425238695609,400,0.0722,85,1.0,1028.9659625,1,benign
0.38496875,13381.459972877496,0.60905,101.51886984900577,400,0.07231875,84,1.0,1024.5107,1,benign
0.378925,13312.53689384684,0.6047875,100.66537945881623,400,0.07063125,84,1.0,1003.680525,1,benign
0.3898875,13460.236372001207,0.5926875,100.8500270581079,400,0.07109375,76,1.0,974.7232625,1,benign
0.3887625,13387.434438256092,0.5925375,101.55766825404852,400,0.07315,86,1.0,996.996125,1,benign
0.3812,13379.440963077499,0.6005625,100.03815431576261,400,0.06993125,78,1.0,1003.4424875,1,benign
0.38874375,13412.26586021683,0.5878625,101.03674791806878,400,0.07236875,87,1.0,1022.8594625,1,benign
0.37476875,13199.081764354334,0.6024125,101.67837312058963,400,0.0726125,104,1.0,1018.4371125,1,benign
0.3702375,13152.243699689028,0.5717375,101.35486671561594,400,0.07208125,103,1.0,1019.692825,1,benign
0.3859875,13109.23548721234,0.5495875,104.11474375273097,400,0.08404375,123,1.0,1183.4907125,1,benign
0.39239375,13440.380350169375,0.6298625,101.15506641717133,400,0.07313125,90,1.0,1027.28245,1,benign
0.3795,13358.250188215277,0.6006,99.77869791533328,400,0.06949375,75,1.0,993.9250625,1,benign
0.406925,13673.421984141838,0.6097,100.30781368732494,400,0.0713875,74,1.0,994.2315,1,benign
0.38250625,13378.378490777344,0.6016625,101.14754424829087,400,0.0705125,78,1.0,964.724875,1,benign
0.40038125,13624.273693418596,0.5768,99.80661233116314,400,0.069825,66,1.0,954.167975,1,benign
0.3666,13104.596401923085,0.6059875,101.26125262108972,400,0.07116875,98,1.0,1002.1627375,1,benign
0.38056875,13288.299521264647,0.5920625,100.6438512090957,400,0.0720625,86,1.0,1018.7689625,1,benign
0.388075,13208.002906149371,0.5672625,103.6598212082427,400,0.08221875,113,1.0,1200.3056125,1,benign
0.37440625,13170.531263233395,0.5696375,101.76077633516803,400,0.073375,94,1.0,991.0695125,1,benign
0.3763375,13242.142398054333,0.599225,101.05442998731995,400,0.0717625,97,1.0,996.8230625,1,benign
0.39709375,13515.418891163086,0.5810375,101.09900018248204,400,0.0727,77,1.0,1012.49645,1,benign
0.38909375,13388.817001921836,0.591575,100.78467403046842,400,0.07285,89,1.0,1021.821525,1,benign
0.3857625,13198.060322006211,0.5532,103.6706706898006,400,0.08136875,119,1.0,1186.3059,1,benign
0.40391875,13598.162214667344,0.6279875,101.15261121060779,400,0.073125,85,1.0,1023.1646125,1,benign
0.37090625,13167.900419965272,0.6036875,101.32861582301615,400,0.07113125,90,1.0,985.1455375,1,benign
0.382725,13317.290480545898,0.5857375,101.53472639409817,400,0.072825,88,1.0,1001.9953375,1,benign
0.37538125,13232.680376817147,0.58335,101.13817908581166,400,0.07165625,93,1.0,1034.8368125,1,benign
0.3656875,13089.152110023599,0.6032,100.90595987303521,400,0.07075625,105,1.0,1005.889875,1,benign
0.3851875,13411.081549776523,0.595325,101.10875222572152,400,0.07060625,85,1.0,947.225825,1,benign
0.37501875,13262.578872660004,0.588025,100.62820509210424,400,0.07031875,86,1.0,980.0006125,1,benign
0.38220625,13363.730444491213,0.605025,100.74399380944504,400,0.070725,82,1.0,1013.366325,1,benign
0.3951875,13550.446803449377,0.5897,100.48983166220103,400,0.07033125,71,1.0,956.7500125,1,benign
0.38566875,13377.560031026525,0.5986625,100.60581489764583,400,0.07158125,83,1.0,1010.4467125,1,benign
0.3663375,13073.39853615277,0.6018375,101.76231942297882,400,0.071825,92,1.0,1009.4687375,1,benign
0.37685625,13259.916677484374,0.5994875,101.169493661179,400,0.07186875,99,1.0,999.3982375,1,benign
0.38048125,13280.56718301715,0.588725,101.29396725834954,400,0.0722875,92,1.0,991.3485125,1,benign
0.38190625,13326.984207768595,0.6173375,100.93209488654907,400,0.0718375,88,1.0,1013.3539875,0,benign
0.36605625,13090.322176668593,0.6101875,101.43096015064087,400,0.07130625,94,1.0,1014.829,1,benign
0.3799375,13279.438001860002,0.5914,101.27238913120567,400,0.07223125,84,1.0,983.8197875,1,benign
0.392425,13480.620661214847,0.6093125,100.5009274041925,400,0.07134375,81,1.0,1016.51015,1,benign
0.37784375,13280.291512437345,0.600575,100.60502873321539,400,0.0711875,91,1.0,1042.2176125,1,benign
0.3965375,13498.912701177502,0.5777625,101.26175876399492,400,0.07285625,82,1.0,997.797275,1,benign
0.3782125,13329.865122778087,0.581875,101.00178768511971,400,0.06993125,77,1.0,943.9987625,1,benign
0.38353125,13375.15532663609,0.575975,100.56971211689257,400,0.07125,89,1.0,993.3185625,1,benign
0.39591875,13492.144350506836,0.5746875,101.0843142584352,400,0.0731,90,1.0,1045.0442,1,benign
0.38556875,13394.346779397498,0.5974625,101.01909675985137,400,0.0714,84,1.0,995.24745,1,benign
0.38385,13127.35290694371,0.59465,103.72923081831381,400,0.08261875,114,1.0,1200.3970375,1,benign
0.3973,13542.554793652344,0.6131375,100.47567708610424,400,0.07134375,80,1.0,982.1463625,1,benign
0.37843125,13287.641509590583,0.6038625,101.32409234739487,400,0.07175625,86,1.0,1031.172125,1,benign
0.3797,13337.38339870215,0.5969625,100.43508615087669,400,0.0705375,85,1.0,1014.481625,1,benign
0.39121875,13456.956795465276,0.6119125,101.13552741034862,400,0.072275,89,1.0,1001.416725,1,benign
0.3818375,13313.212749248396,0.6131375,101.31878424269901,400,0.0727875,93,1.0,1020.114075,1,benign
0.385375,13385.465829380895,0.6222625,101.14256027778008,400,0.07155,82,1.0,993.953525,1,benign
0.39481875,13488.314987437501,0.5893875,101.30473387622811,400,0.07258125,89,1.0,1010.8401625,1,benign
0.3747625,13225.081959723087,0.6292625,100.97945654121624,400,0.0716,88,1.0,1016.3828875,1,benign
0.36381875,13076.915634604844,0.5911125,100.83663415980367,400,0.07048125,97,1.0,955.4695,1,benign
0.39175625,13487.569177392343,0.587375,100.7808848871834,400,0.07120625,80,1.0,1011.0895375,1,benign
0.38169375,13324.245773670898,0.605375,101.35024022788424,400,0.07138125,93,1.0,940.0161,1,benign
0.37741875,13245.46040259496,0.600275,101.50702002502092,400,0.07183125,89,1.0,936.1096125,1,benign
0.37261875,13196.305325827772,0.602575,101.37716405075837,400,0.0713875,87,1.0,997.1807875,1,benign
0.37649375,13289.986905501213,0.5940625,100.6580670624905,400,0.0702375,81,1.0,973.7248125,1,benign
0.38235625,13319.209214515271,0.609225,101.47715861889942,400,0.07195,91,1.0,945.9627625,1,benign
0.39145625,13479.150219819376,0.578375,100.9675499957095,400,0.0712125,83,1.0,975.3376625,1,benign
0.3836625,13388.16265199,0.6049875,101.02039188932642,400,0.07065,88,1.0,959.0683875,1,benign
0.37219375,13179.092200851524,0.603175,101.45331170173796,400,0.07150625,100,1.0,994.7486,0,benign
0.3927625,13522.517311131835,0.5718625,100.56033971606301,400,0.07065,74,1.0,1013.597625,1,benign
0.37656875,13231.32422467496,0.6207375,101.68565130660951,400,0.07261875,87,1.0,1019.4495,1,benign
0.3911375,13426.678928737343,0.5768875,101.12787508283061,400,0.0725,83,1.0,980.8298,1,benign
0.38100625,13367.09944081,0.6272875,100.43200661585658,400,0.06995,82,1.0,966.803625,1,benign
0.3874375,13386.845830729642,0.5887375,101.27336317262488,400,0.07249375,75,1.0,990.098475,1,benign
0.38069375,13298.433524097498,0.599325,101.61157237459395,400,0.07196875,86,1.0,963.386475,1,benign
0.37786875,13243.58348541246,0.571275,101.2749061568034,400,0.07253125,90,1.0,992.289575,1,benign
0.3853,13366.641479374379,0.59545,101.62508017167502,400,0.0728375,98,1.0,1045.7450625,1,benign
0.39749375,13518.83926404359,0.614525,101.30726734450445,400,0.0732375,88,1.0,1040.5578625,1,benign
0.3710875,13190.46158021,0.6239625,101.00618997890035,400,0.070675,86,1.0,996.7598375,1,benign
0.3839875,13364.983382803714,0.610175,101.09330632618561,400,0.0716,89,1.0,1009.647975,1,benign
0.3783125,13269.617800442342,0.5985625,101.3503220310922,400,0.0718375,89,1.0,979.1767875,1,benign
0.36676875,13123.803809913086,0.58425,101.41748062409667,400,0.0706125,90,1.0,993.338525,1,benign
0.3981375,13613.581823582774,0.61865,99.72071037724228,400,0.0694375,68,1.0,999.8362,1,benign
0.3850125,13381.885037124955,0.6076375,101.50966018891688,400,0.071975,89,1.0,1009.8693125,1,benign
0.3833875,13310.967506548399,0.6255875,101.96090131362166,400,0.07369375,96,1.0,1033.034075,1,benign
0.36850625,13144.571296985896,0.5933375,100.6571019183366,400,0.07030625,91,1.0,947.010875,1,benign
0.38656875,13388.278233977499,0.5840125,100.55693892571202,400,0.07139375,84,1.0,974.0468,1,benign
0.38733125,13364.817974379645,0.59135,101.16296376945603,400,0.07289375,79,1.0,977.390975,1,benign
0.40586875,13647.372402797499,0.603525,101.21583970761114,400,0.07266875,84,1.0,1064.2672375,1,benign
0.37259375,13214.639222577498,0.5923625,100.9149701003041,400,0.0706625,85,1.0,987.096025,1,benign
0.38331875,13299.46268729938,0.5773,101.33983252175494,400,0.0732125,95,1.0,988.3677875,1,benign
0.37758125,13262.178702973399,0.5904375,101.03030976305743,400,0.07153125,85,1.0,970.862675,1,benign
0.39240625,13258.703181149374,0.5710125,103.64253748689966,400,0.08209375,112,1.0,1189.983925,1,benign
0.37701875,13260.994408280272,0.5932875,100.89235076912112,400,0.07140625,84,1.0,1020.57755,1,benign
0.378725,13308.358403756094,0.622175,101.26021263760244,400,0.07103125,84,1.0,990.6008625,1,benign
0.39895625,13551.359666588709,0.6038375,101.24084235860373,400,0.07258125,78,1.0,1007.5665875,1,benign
0.39433125,13515.858959487463,0.5860625,100.66645134326481,400,0.07123125,79,1.0,992.445675,1,benign
0.39641875,13614.312617733398,0.6167,99.35166819455159,400,0.068325,70,1.0,952.3426375,1,benign
0.38374375,13309.175697751522,0.5839125,101.29560172690049,400,0.0732125,86,1.0,996.1013875,1,benign
0.37430625,13216.8326557109,0.6466125,101.78949545961801,400,0.07238125,95,1.0,1033.0618,1,benign
0.39246875,13490.748853739024,0.576325,100.35522627693277,400,0.071175,72,1.0,985.8878875,1,benign
0.3834375,13389.131285577498,0.6046875,100.5899826605029,400,0.07056875,83,1.0,991.63725,1,benign
0.39723125,13547.680714499375,0.5902,100.64435962558156,400,0.0715375,77,1.0,997.0570375,1,benign
0.38565,13387.037494081094,0.5773625,100.85852971327412,400,0.071375,82,1.0,958.6134875,1,benign
0.37206875,13191.696556599649,0.606925,100.65757181353771,400,0.07120625,97,1.0,999.0660125,1,benign
0.37563125,13233.818463344373,0.5973875,100.93006624498852,400,0.07173125,84,1.0,1036.1856875,1,benign
0.37336875,13206.808030949373,0.6014375,100.93922913356084,400,0.07154375,100,1.0,1017.8749,1,benign
0.38688125,13449.074052674374,0.6140875,100.43806851869257,400,0.07043125,91,1.0,997.4364,1,benign
0.36523125,13071.609629319371,0.559875,100.56157881389687,400,0.07065625,98,1.0,951.8239125,1,benign
0.37545,13267.660437301527,0.5999125,100.57152218650168,400,0.07048125,86,1.0,1008.41395,1,benign
0.37433125,13239.854674609374,0.59085,100.03945250224231,400,0.07081875,80,1.0,1006.0430625,1,benign
0.37860625,13316.522707686096,0.610675,100.7659369629308,400,0.0703375,82,1.0,982.26545,1,benign
0.3635,13065.904889759333,0.5824375,100.88324464793138,400,0.0707875,99,1.0,993.021825,1,benign
0.398325,13563.450996352774,0.589125,100.80091788717749,400,0.071725,80,1.0,999.1822625,1,benign
0.37338125,13239.424778073399,0.589375,100.1452565670986,400,0.0699125,77,1.0,997.4971375,1,benign
0.38425625,13394.63453811621,0.5978875,100.69252604539398,400,0.07130625,90,1.0,1026.921825,1,benign
0.3953125,13586.152557762343,0.596675,99.81626392187715,400,0.06941875,76,1.0,964.7796125,1,benign
0.38415,13426.641200676524,0.59895,100.16866971504842,400,0.06966875,78,1.0,961.5854625,1,benign
0.38119375,13344.1901844359,0.597725,100.81546497608866,400,0.071125,95,1.0,1008.4881375,1,benign
0.3907125,13491.40342362777,0.58905,100.53544352753163,400,0.0703375,87,1.0,945.7455125,1,benign
0.3889,13423.32307082809,0.5795875,100.96294210290647,400,0.07205,82,1.0,1008.629025,1,benign
0.3951875,13505.070369179648,0.580125,100.79549566057007,400,0.0720125,72,1.0,992.6465375,1,benign
0.40224375,13611.430629742148,0.593075,100.30921841143187,400,0.07125,70,1.0,968.893475,1,benign
0.37595,13303.992317174376,0.5967625,100.16232050830979,400,0.06943125,80,1.0,934.3289625,1,benign
0.39749375,13507.061064808593,0.5888625,101.00923137562027,400,0.07328125,79,1.0,1032.9730875,1,benign
0.39559375,13571.766776657461,0.586575,100.07072751680981,400,0.0703125,75,1.0,985.0103125,1,benign
0.3796875,13326.023234367345,0.58405,100.27900774405299,400,0.07003125,82,1.0,958.1140875,1,benign
0.39701875,13511.495304020274,0.5818625,101.28344987388657,400,0.072725,81,1.0,1005.90275,1,benign
0.3764125,13258.451677369376,0.5885375,101.1219898299819,400,0.07118125,95,1.0,1001.9316875,1,benign
0.394275,13510.929752118709,0.6014875,101.02999929324133,400,0.071775,84,1.0,986.28535,1,benign
0.38280625,13332.271002777345,0.575825,100.43566469690622,400,0.0714125,84,1.0,965.595425,1,benign
0.3752875,13296.791936018593,0.6136875,100.20770418579274,400,0.069175,80,1.0,962.70115,1,benign
0.38854375,13510.251030978086,0.6225625,99.62733017650076,400,0.0681375,72,1.0,949.0355875,1,benign
0.3924625,13447.519278768594,0.603275,100.87666039376687,400,0.07253125,86,1.0,982.741075,1,benign
0.38476875,13435.853961360586,0.6069625,99.68609726250618,400,0.06981875,78,1.0,1020.8122875,1,benign
0.38013125,13332.0487950434,0.5673875,100.24748415832485,400,0.07019375,83,1.0,948.548475,1,benign
0.3947875,13522.599650928709,0.5796125,100.48063368769674,400,0.07106875,73,1.0,966.04975,1,benign
0.3715,13149.439636832458,0.5941375,101.72485856886134,400,0.07266875,106,1.0,1015.0726375,1,benign
0.37853125,13283.143467573596,0.567525,100.96242490534458,400,0.07115,93,1.0,990.68545,1,benign
0.3852125,13421.936733514649,0.5878,100.01863812080225,400,0.070275,76,1.0,987.3262375,1,benign
0.3806125,13338.410154321837,0.5745625,100.6920783742127,400,0.0707875,81,1.0,991.2951875,1,benign
0.37315625,13170.863505776522,0.6007125,101.22382948485665,400,0.07225625,96,1.0,980.390025,1,benign
0.3883625,13482.350141044371,0.6058125,99.96846150267041,400,0.06911875,68,1.0,963.259325,1,benign
0.37328125,13241.001704039023,0.596375,100.55048731441128,400,0.07008125,80,1.0,968.7687375,1,benign
0.386425,13256.078651097503,0.57175,103.38192164051651,400,0.0792375,98,1.0,1154.3008,1,benign
0.37821875,13274.613090624649,0.5608875,100.69597258396789,400,0.0710875,87,1.0,978.7985625,1,benign
0.39110625,13542.402718819338,0.6051,99.75797227421145,400,0.068925,68,1.0,959.4835,1,benign
0.380925,13373.809546681096,0.585025,100.34398441810654,400,0.0696875,89,1.0,989.304875,1,benign
0.3939125,13556.936187217772,0.598475,99.97428555750423,400,0.0693625,73,1.0,985.3749375,1,benign
0.38168125,13341.90836404059,0.5913625,100.3472710339815,400,0.0712875,95,1.0,974.888025,1,benign
0.3733625,13235.266787068593,0.586525,101.02303350062597,400,0.0704375,87,1.0,968.5141875,1,benign
0.372175,13189.3379359375,0.5617875,100.85725403512579,400,0.071075,97,1.0,983.1172375,1,benign
0.37120625,13195.26003821235,0.5864875,100.96950042157204,400,0.0708125,92,1.0,979.3895875,1,benign
0.35076875,4748.343290132773,0.0482625,119.08708832527708,400,0.0610875,1,0.0,228.34899326871098,1,benign
0.22833125,4977.605567580897,0.0617,120.30850586173224,400,0.0569875,1,0.0,440.93704755859375,1,benign
0.23989375,4362.358271234374,0.0525625,118.975101587475,400,0.10228125,1,0.0,710.0199124900001,1,benign
0.34879375,7434.285575568596,0.06785,117.01733552526989,400,0.0698875,1,0.0,669.7644161527735,1,benign
0.23815625,4886.259341029336,0.068625,120.58885264635246,400,0.0758,1,0.0,513.0112713899998,1,benign
0.25425,3765.126893376523,0.0748125,115.63267848173624,400,0.05063125,1,0.0,271.1583186318359,1,benign
0.29195625,5444.50393376,0.0652125,119.85257162380789,400,0.04546875,1,0.0,504.9807372975,1,benign
0.70134375,3165.0979301340235,0.05895,117.69003888226621,400,0.08610625,1,0.0,265.095589928086,1,benign
0.27256875,3954.3461058593757,0.094725,115.82775683063012,400,0.0533,1,0.0,244.9138803827735,1,benign
0.29548125,3931.787897724844,0.057525,116.95988383248923,400,0.0523875,1,0.0,233.42305555902337,1,benign
0.319125,4732.734640846837,0.053275,116.91532479438845,400,0.0544375,1,0.0,231.19696206109376,1,benign
0.32341875,3904.965741308594,0.085225,116.51967651581158,400,0.0528625,1,0.0,199.7805123298438,1,benign
0.309125,4767.566652694374,0.0525375,119.35031400782148,400,0.0554125,1,0.0,253.298374474375,1,benign
0.26686875,3751.5095789777733,0.08275,118.80881041163477,400,0.0548125,1,0.0,245.423137449375,0,benign
0.2763625,4359.915753897462,0.0864625,117.39843584472533,400,0.05185625,1,0.0,257.7049433355859,1,benign
0.32824375,5066.271729304334,0.0793,118.06429752187982,400,0.05765625,1,0.0,221.6037185530859,1,benign
0.1625875,2633.6877453843354,0.0548375,111.17826948333291,400,0.07351875,1,0.0,546.5371186562109,0,benign
0.26094375,10296.902500697499,0.486675,102.43575662457908,400,0.07166875,181,0.05266666666666667,901.4394874985937,1,benign
0.62005625,8335.85081015309,0.4108625,101.53454221137936,400,0.08055625,1,0.0,772.1913437499609,0,benign
0.39893125,13340.722624694961,0.5707625,103.09006647333923,400,0.08208125,107,1.0,1203.516225,1,malicious
0.39675,13410.456322499025,0.580075,102.61636735749993,400,0.07828125,93,1.0,1123.570375,1,malicious
0.37695,13135.7001774809,0.57725,102.71458119673615,400,0.07831875,103,1.0,1147.79305,1,malicious
0.3853,13207.939290506834,0.560225,103.81153291680626,400,0.080525,118,1.0,1142.1005,1,malicious
0.3796625,13091.844223118596,0.561975,103.66279790431012,400,0.0817625,112,1.0,1183.762925,1,malicious
0.38375,13195.839024099378,0.55715,103.4373572025961,400,0.0803125,113,1.0,1186.2986375,1,malicious
0.38759375,13243.524859598596,0.5687,103.47487181987088,400,0.0806,113,1.0,1147.716425,1,malicious
0.396,13292.830548898593,0.56835,103.2682979040246,400,0.08218125,105,1.0,1201.7246625,1,malicious
0.38678125,13215.061632626524,0.5753125,103.14668152629702,400,0.08078125,100,1.0,1196.346925,1,malicious
0.395775,13379.796514187345,0.56605,102.44936843875612,400,0.07855625,97,1.0,1111.3074625,1,malicious
0.38455,13178.141631690001,0.5476375,103.77900436350839,400,0.08086875,112,1.0,1159.73335,1,malicious
0.40366875,13423.653483756212,0.5666875,102.71725754691856,400,0.0805625,96,1.0,1145.5369875,1,malicious
0.40450625,13444.154054144961,0.5686375,102.47392896779893,400,0.08003125,105,1.0,1125.9934625,1,malicious
0.380775,13099.9182997975,0.554025,104.35665436173511,400,0.08255,115,1.0,1189.4687625,1,malicious
0.39108125,13227.559300249999,0.5482875,104.21841322726696,400,0.082775,105,1.0,1181.478275,1,malicious
